volname: images/A1.nrrd; Score: 5
volname: images/A2.nrrd; Score: 10
volname: images/A3.nrrd; Score: 9
volname: images/A4.nrrd; Score: 8
volname: images/3.nrrd; Score: 7
volname: images/4.nrrd; Score: 6
volname: images/2.nrrd; Score: 5
volname: images/1.nrrd; Score: 4
volname: images/5.nrrd; Score: 3
volname: images/end.nrrd; Score: 2
volname: ; Score: 1
